date;PM10;temp;HR;PP;VV;DV
1/01/2018 00:00;123.2;21.7;79;0;1.2;224
1/01/2018 01:00;167.6;21.7;80;0;0.8;222
1/01/2018 02:00;76.65;21.4;80;0;0.5;251
1/01/2018 03:00;42.41;21.3;80;0;0.9;228
1/01/2018 04:00;36.36;21.1;80;0;0.7;236
1/01/2018 05:00;53.05;20.5;83;0;0;332
1/01/2018 06:00;70.9;20.6;84;0;0;333
1/01/2018 07:00;49.97;21.9;79;0;1.2;217
1/01/2018 08:00;38.18;21.3;82;0;2.1;198
1/01/2018 09:00;26.38;21.8;83;0;2.7;214
1/01/2018 10:00;26.1;23.5;74;0;3.5;205
1/01/2018 11:00;17.1;23.9;69;0;4;213
1/01/2018 12:00;13.19;24.2;68;0;3.4;212
1/01/2018 13:00;20.79;23.1;73;0;3.9;212
1/01/2018 14:00;19.12;24.4;70;0;3.7;214
1/01/2018 15:00;18.44;23.3;74;0;5.7;212
1/01/2018 16:00;20.24;23.4;73;0;3.6;220
1/01/2018 17:00;19.12;22.5;76;0;4.1;211
1/01/2018 18:00;22.2;22.1;76;0;2.1;232
1/01/2018 19:00;17.93;22;77;0;2.8;231
1/01/2018 20:00;15.91;21.3;78;0;2.1;252
1/01/2018 21:00;18.27;21.1;78;0;1.9;230
1/01/2018 22:00;18.31;21.3;76;0;1.9;235
1/01/2018 23:00;18.23;21;79;0;0.9;235
2/01/2018 00:00;22.71;20.7;80;0;0.4;297
2/01/2018 01:00;28.9;20.7;80;0;0.3;287
2/01/2018 02:00;31.87;20.6;81;0;0.7;240
2/01/2018 03:00;28.57;20.5;82;0;2.1;226
2/01/2018 04:00;30.5;20.6;82;0;0.3;29
2/01/2018 05:00;34.8;20.5;82;0;0.4;47
2/01/2018 06:00;28.52;20.5;85;0;0.6;259
2/01/2018 07:00;30.25;20.6;85;0;1.6;210
2/01/2018 08:00;33.01;21.8;79;0;1.5;218
2/01/2018 09:00;53.17;22.7;77;0;2.4;216
2/01/2018 10:00;46.51;24.1;73;0;2.4;209
2/01/2018 11:00;39.4;23;77;0;3.5;215
2/01/2018 12:00;26.1;23.2;71;0;4.4;208
2/01/2018 13:00;28.16;21.8;82;0;4.9;209
2/01/2018 14:00;31.68;23.6;72;0;4.6;216
2/01/2018 15:00;28.9;24.4;70;0;5.9;211
2/01/2018 16:00;25.59;23.9;73;0;5.4;216
2/01/2018 17:00;36.4;23.7;74;0;5.1;210
2/01/2018 18:00;28.42;23.1;75;0;3.8;217
2/01/2018 19:00;20.23;22;82;0;3.3;224
2/01/2018 20:00;17.59;21.6;84;0;2.8;234
2/01/2018 21:00;17.6;21.4;85;0;2.3;228
2/01/2018 22:00;20.63;21.1;84;0;2.6;253
2/01/2018 23:00;27.42;20.9;86;0;1.5;252
3/01/2018 00:00;35.1;20.3;90;0;1.6;222
3/01/2018 01:00;33.01;19.9;91;0;1.6;220
3/01/2018 02:00;35.51;19.6;93;0;1.6;225
3/01/2018 03:00;40.36;19.5;93;0;1;276
3/01/2018 04:00;31.83;19.3;93;0;2.4;228
3/01/2018 05:00;24.92;19.2;93;0;1.5;222
3/01/2018 06:00;17.3;19;94;0;1.4;206
3/01/2018 07:00;15.02;19.2;95;0;2;206
3/01/2018 08:00;21.27;19.3;93;0;2.1;213
3/01/2018 09:00;28.74;20.5;87;0;1.2;264
3/01/2018 10:00;26.04;22;79;0;3.3;196
3/01/2018 11:00;21.24;22.4;78;0;4.2;199
3/01/2018 12:00;18.84;22.5;76;0;4.5;217
3/01/2018 13:00;16.44;23.1;76;0;4.7;214
3/01/2018 14:00;22.88;24.2;73;0;5;213
3/01/2018 15:00;18.34;23.9;73;0;5;207
3/01/2018 16:00;13.8;23.4;75;0;6.4;211
3/01/2018 17:00;13.22;22.9;77;0;5.1;217
3/01/2018 18:00;13.4;22;81;0;4.1;208
3/01/2018 19:00;16.77;21.3;84;0;3.8;218
3/01/2018 20:00;19.1;21.5;84;0;3.2;216
3/01/2018 21:00;19.72;21.9;81;0;2.5;220
3/01/2018 22:00;19.26;21.9;81;0;1.9;233
3/01/2018 23:00;18.13;21.8;82;0;2.5;224
4/01/2018 00:00;22.25;21.6;83;0;2.1;224
4/01/2018 01:00;17.13;21.5;83;0;2.3;219
4/01/2018 02:00;17.8;21.2;84;0;2.6;220
4/01/2018 03:00;15.31;21.1;83;0;2.5;217
4/01/2018 04:00;13.74;21.1;82;0;2.1;225
4/01/2018 05:00;13.56;21.3;80;0;1.6;228
4/01/2018 06:00;14.64;21.5;78;0;2;220
4/01/2018 07:00;22.11;21.6;76;0;3.1;211
4/01/2018 08:00;28.06;22.1;72;0;3.1;213
4/01/2018 09:00;21.17;22.6;70;0;3.3;213
4/01/2018 10:00;19.11;22.8;77;0;3.6;209
4/01/2018 11:00;20.24;22.8;71;0;4;205
4/01/2018 12:00;19.74;22.8;73;0;3.5;206
4/01/2018 13:00;20.92;23;72;0;3.7;202
4/01/2018 14:00;19.46;22.6;77;0;4.4;198
4/01/2018 15:00;18.67;21.5;82;0;3.4;204
4/01/2018 16:00;20.49;21.6;79;0;3.5;197
4/01/2018 17:00;22.4;21.8;76;0;2.3;203
4/01/2018 18:00;18.97;21.3;79;0;2.4;206
4/01/2018 19:00;17.56;21;78;0;2.5;208
4/01/2018 20:00;14.26;21;84;0;3.5;210
4/01/2018 21:00;13.63;20.7;86;0;3.4;212
4/01/2018 22:00;11.79;20.6;85;0;2.6;211
4/01/2018 23:00;13;20.4;87;0;2.3;215
5/01/2018 00:00;14.39;20.2;88;0;1.5;200
5/01/2018 01:00;25.64;20.3;87;0;1.5;221
5/01/2018 02:00;31.89;20.7;85;0;1.3;216
5/01/2018 03:00;31.34;21;84;0;0.8;239
5/01/2018 04:00;22.53;20.9;85;0;2.5;212
5/01/2018 05:00;20.21;20.5;88;0;1.8;224
5/01/2018 06:00;23.02;20.5;88;0;0.4;272
5/01/2018 07:00;24.46;20.9;85;0;0.5;41
5/01/2018 08:00;24.73;21.6;82;0;2.2;213
5/01/2018 09:00;17.93;22.5;78;0;2.2;221
5/01/2018 10:00;21.47;22.2;79;0;3.1;209
5/01/2018 11:00;28.27;23.5;78;0;3.8;219
5/01/2018 12:00;19.98;23.6;72;0;3.1;223
5/01/2018 13:00;21.29;24.4;70;0;4.8;211
5/01/2018 14:00;24.12;23;74;0;5.1;211
5/01/2018 15:00;23.23;23.6;71;0;4.7;209
5/01/2018 16:00;19.66;22.8;74;0;4.6;212
5/01/2018 17:00;19.78;22.6;78;0;4.1;213
5/01/2018 18:00;20.74;21.9;80;0;4.3;212
5/01/2018 19:00;26.42;21.6;79;0;2.8;223
5/01/2018 20:00;27.79;21.5;78;0;2.2;232
5/01/2018 21:00;26.7;21.3;81;0;2.3;231
5/01/2018 22:00;22.66;21.4;81;0;2.3;220
5/01/2018 23:00;16.9;20.6;83;0;2.9;211
6/01/2018 00:00;17.83;20.5;83;0;1.9;214
6/01/2018 01:00;17.22;20.3;84;0;1.4;220
6/01/2018 02:00;14.76;20.2;85;0;2.1;216
6/01/2018 03:00;19.57;20;85;0;1.5;216
6/01/2018 04:00;18.22;20;84;0;1.9;223
6/01/2018 05:00;17.35;20;83;0;1.6;215
6/01/2018 06:00;15.33;20;84;0;0.4;245
6/01/2018 07:00;16.57;20.4;82;0;1.8;211
6/01/2018 08:00;30.68;21;80;0;1.7;207
6/01/2018 09:00;41.13;22.5;73;0;1.6;213
6/01/2018 10:00;24.81;23.3;73;0;2.6;215
6/01/2018 11:00;25.23;23.2;72;0;4.4;212
6/01/2018 12:00;19.79;23.6;72;0;4.2;212
6/01/2018 13:00;16.98;23.8;70;0;4.7;213
6/01/2018 14:00;22.33;24.2;69;0;4.3;210
6/01/2018 15:00;26.14;23.3;72;0;5;218
6/01/2018 16:00;27.81;23.8;69;0;4.5;224
6/01/2018 17:00;34.92;23.4;70;0;3.8;214
6/01/2018 18:00;33.53;22.3;74;0;3.1;219
6/01/2018 19:00;28.15;21.9;76;0;2.7;219
6/01/2018 20:00;33.17;21.8;76;0;3;216
6/01/2018 21:00;25.16;21.7;76;0;2.1;222
6/01/2018 22:00;19.9;21.5;78;0;0.6;2
6/01/2018 23:00;17.4;21.4;79;0;1.2;234
7/01/2018 00:00;14.02;20.8;82;0;1.8;244
7/01/2018 01:00;11.86;20.7;85;0;1.1;268
7/01/2018 02:00;13.71;20.5;85;0;2.2;219
7/01/2018 03:00;9.41;20.4;86;0;1.3;226
7/01/2018 04:00;8.71;20.4;86;0;1.8;224
7/01/2018 05:00;9.18;20.3;85;0;0.5;257
7/01/2018 06:00;12.35;20.4;85;0;0.2;294
7/01/2018 07:00;17.6;20.8;84;0;1.6;214
7/01/2018 08:00;28.63;21.9;80;0;1.4;205
7/01/2018 09:00;26.11;22.7;77;0;2.8;203
7/01/2018 10:00;23.8;23.2;75;0;3;200
7/01/2018 11:00;19.91;23.4;76;0;3.6;210
7/01/2018 12:00;14.61;22.7;79;0;3.7;211
7/01/2018 13:00;16.97;22.9;78;0;4.1;211
7/01/2018 14:00;13.88;23.4;74;0;4.3;209
7/01/2018 15:00;15.91;23.3;77;0;4.5;219
7/01/2018 16:00;13.39;23.3;76;0;4.1;211
7/01/2018 17:00;17.16;21.7;84;0;3.5;217
7/01/2018 18:00;20.34;21.8;83;0;2.6;211
7/01/2018 19:00;23.5;22;81;0;2.2;217
7/01/2018 20:00;25.37;21.6;82;0;2.2;205
7/01/2018 21:00;31.37;20.6;88;0;1.7;210
7/01/2018 22:00;19.35;20.9;84;0;1.6;213
7/01/2018 23:00;15.95;21.3;82;0;1.3;225
8/01/2018 00:00;15.11;21;86;0;1.7;217
8/01/2018 01:00;16.12;20.4;90;0;2.4;211
8/01/2018 02:00;20.64;20.2;91;0;2.2;214
8/01/2018 03:00;18.75;20.1;90;0;1.2;213
8/01/2018 04:00;19.42;19.8;93;0;1.8;215
8/01/2018 05:00;18.96;19.9;92;0;0.9;223
8/01/2018 06:00;22.19;19.8;92;0;1.2;229
8/01/2018 07:00;22.71;19.8;94;0;1.9;208
8/01/2018 08:00;28.93;20.2;92;0;2;184
8/01/2018 09:00;31.71;22.1;82;0;2.7;193
8/01/2018 10:00;;22.9;79;0;3.2;201
8/01/2018 11:00;;23.3;75;0;2.5;184
8/01/2018 12:00;;24.2;72;0;4.4;192
8/01/2018 13:00;;24.2;74;0;3.6;207
8/01/2018 14:00;;23.6;75;0;3.5;194
8/01/2018 15:00;;23.4;76;0;4.7;197
8/01/2018 16:00;;23.1;76;0;4.6;195
8/01/2018 17:00;;22.2;78;0;3.2;211
8/01/2018 18:00;;21.9;79;0;2.8;226
8/01/2018 19:00;;21.8;81;0;2.9;217
8/01/2018 20:00;;21.9;81;0;3.4;221
8/01/2018 21:00;;21.7;84;0;2.1;226
8/01/2018 22:00;;21.3;86;0;2.3;234
8/01/2018 23:00;;21.3;86;0;2.2;229
9/01/2018 00:00;;21.1;86;0;1.9;221
9/01/2018 01:00;;20.9;88;0;2.1;226
9/01/2018 02:00;;20.8;88;0;1.3;228
9/01/2018 03:00;;20.6;89;0;1.8;215
9/01/2018 04:00;;20.4;90;0;1.3;233
9/01/2018 05:00;;20.3;90;0;1;225
9/01/2018 06:00;;20.2;90;0;1.1;209
9/01/2018 07:00;;20.6;89;0;1;252
9/01/2018 08:00;;21.6;82;0;2.3;204
9/01/2018 09:00;;23.1;76;0;2.4;202
9/01/2018 10:00;;24;73;0;3.2;219
9/01/2018 11:00;;24.4;74;0;3.7;201
9/01/2018 12:00;;23.6;74;0;4.4;205
9/01/2018 13:00;;23.1;78;0;3.6;183
9/01/2018 14:00;;24.2;73;0;3.3;210
9/01/2018 15:00;;24.4;71;0;4;205
9/01/2018 16:00;;21.7;84;0;3.4;218
9/01/2018 17:00;;22.8;78;0;3.6;218
9/01/2018 18:00;;22.4;78;0;3.7;213
9/01/2018 19:00;;22;80;0;2.7;230
9/01/2018 20:00;;21.9;82;0;2.3;228
9/01/2018 21:00;;21.5;85;0;1.5;269
9/01/2018 22:00;;21.5;86;0;1.7;223
9/01/2018 23:00;;21.3;87;0;1.6;241
10/01/2018 00:00;;21.3;88;0;1.8;219
10/01/2018 01:00;;20.9;88;0;2;223
10/01/2018 02:00;;21;88;0;1.2;255
10/01/2018 03:00;;20.5;92;0;2.7;207
10/01/2018 04:00;;20.1;93;0;2.1;213
10/01/2018 05:00;;20;93;0;2;213
10/01/2018 06:00;;20;93;;;
10/01/2018 07:00;;20.1;92;0;2.2;210
10/01/2018 08:00;;20.7;90;0;3.7;213
10/01/2018 09:00;;21.7;84;0;2.6;216
10/01/2018 10:00;;23;79;0;3.6;213
10/01/2018 11:00;;23.9;74;0;3.3;215
10/01/2018 12:00;;24.9;72;0;4.8;211
10/01/2018 13:00;;25.8;68;0;4.4;210
10/01/2018 14:00;;26;64;0;5.4;215
10/01/2018 15:00;;25.9;66;0;5.1;210
10/01/2018 16:00;;24.5;71;0;4.4;211
10/01/2018 17:00;;23.4;76;0;4.1;212
10/01/2018 18:00;;23.2;76;0;3;212
10/01/2018 19:00;;22.4;78;0;3.3;219
10/01/2018 20:00;;22.6;77;0;1.2;245
10/01/2018 21:00;;22.3;79;0;2.1;215
10/01/2018 22:00;;22.6;76;0;2.4;228
10/01/2018 23:00;;22.2;78;0;0.7;271
11/01/2018 00:00;;22.4;79;0;1.4;212
11/01/2018 01:00;;21.4;85;0;2.9;197
11/01/2018 02:00;;20.5;90;0;1.8;219
11/01/2018 03:00;;20.3;93;0;0.9;226
11/01/2018 04:00;;20;94;0;1.3;227
11/01/2018 05:00;;20;94;0;1.9;209
11/01/2018 06:00;;19.9;94;0;1.7;212
11/01/2018 07:00;;20.2;93;0;0.6;220
11/01/2018 08:00;;20.9;89;0;2.7;206
11/01/2018 09:00;;22.5;81;0;2.8;218
11/01/2018 10:00;;23.5;78;0;1.8;244
11/01/2018 11:00;;24.3;73;0;3.6;208
11/01/2018 12:00;;24.2;71;0;3.1;215
11/01/2018 13:00;;23.8;74;0;4.1;220
11/01/2018 14:00;;24.1;72;0;4;215
11/01/2018 15:00;;23.9;73;0;4.2;218
11/01/2018 16:00;;23.6;74;0;3.9;213
11/01/2018 17:00;;23.9;73;0;5.4;214
11/01/2018 18:00;;23.2;74;0;3.9;213
11/01/2018 19:00;;22.7;76;0;2.5;218
11/01/2018 20:00;;22.1;80;0;2.9;215
11/01/2018 21:00;;21.5;85;0;2.4;211
11/01/2018 22:00;;21.9;82;0;2.1;218
11/01/2018 23:00;;22;83;0;0.9;223
12/01/2018 00:00;;22;81;0;1.4;208
12/01/2018 01:00;;21.2;87;0;2.5;210
12/01/2018 02:00;;20.4;90;0;2.1;195
12/01/2018 03:00;;20;92;0;1.7;196
12/01/2018 04:00;;19.9;92;0;1.9;209
12/01/2018 05:00;;20.1;93;0;1.9;200
12/01/2018 06:00;;19.9;93;0;1.8;188
12/01/2018 07:00;;20.2;92;0;1.8;274
12/01/2018 08:00;;20.8;89;0;1.8;185
12/01/2018 09:00;;21.2;86;0;2.8;205
12/01/2018 10:00;;21.6;85;0;3.2;205
12/01/2018 11:00;;22.5;81;0;3;206
12/01/2018 12:00;;23.6;76;0;3.1;191
12/01/2018 13:00;;23.3;76;0;3.7;197
12/01/2018 14:00;;22.7;80;0;4.9;216
12/01/2018 15:00;;23.3;77;0;4.1;211
12/01/2018 16:00;;22.3;80;0;4.7;209
12/01/2018 17:00;;21.7;84;0;4;214
12/01/2018 18:00;;21.3;85;0;3.1;221
12/01/2018 19:00;;21;85;0;3.3;210
12/01/2018 20:00;;20.7;87;0;2.6;232
12/01/2018 21:00;;21.1;86;0;2.1;222
12/01/2018 22:00;;20.8;87;0;2.2;229
12/01/2018 23:00;;20.8;87;0;1.5;221
13/01/2018 00:00;;20.5;89;0;2.1;216
13/01/2018 01:00;;20.4;89;0;1.7;214
13/01/2018 02:00;;20;91;0;2.2;210
13/01/2018 03:00;;19.9;92;0;1.9;210
13/01/2018 04:00;;19.8;93;0;2;211
13/01/2018 05:00;;19.9;93;0;1.8;208
13/01/2018 06:00;;19.6;93;0;1;195
13/01/2018 07:00;;20;91;0;1.6;201
13/01/2018 08:00;;20.5;88;0;1.7;279
13/01/2018 09:00;;21.3;85;0;1.2;231
13/01/2018 10:00;;21.6;82;0;3.5;193
13/01/2018 11:00;;22.9;76;0;3.6;202
13/01/2018 12:00;;23.3;76;0;5;202
13/01/2018 13:00;;23.2;76;0;3.8;207
13/01/2018 14:00;;23.9;74;0;2.7;225
13/01/2018 15:00;;24.3;71;0;3.8;215
13/01/2018 16:00;;23.3;73;0;4.5;215
13/01/2018 17:00;;22.2;79;0;2.3;209
13/01/2018 18:00;;21.5;82;0;2.7;220
13/01/2018 19:00;;21.7;80;0;3;221
13/01/2018 20:00;;21.3;82;0;2.8;219
13/01/2018 21:00;;21.5;84;0;3;219
13/01/2018 22:00;;21.2;85;0;2;230
13/01/2018 23:00;;21.1;84;0;2;224
14/01/2018 00:00;;21.1;84;0;2.5;223
14/01/2018 01:00;;20.5;88;0;2.1;216
14/01/2018 02:00;;20.1;90;0;0.4;274
14/01/2018 03:00;;20;90;0;1.3;214
14/01/2018 04:00;;19.9;91;0;1.6;202
14/01/2018 05:00;;19.5;93;0;0.7;222
14/01/2018 06:00;;19.7;94;0;1.7;206
14/01/2018 07:00;;19.7;94;0;0.7;218
14/01/2018 08:00;;20.1;92;0;1.7;195
14/01/2018 09:00;;21.8;83;0;3.3;201
14/01/2018 10:00;;23.1;78;0;2.9;203
14/01/2018 11:00;;24.4;70;0;3.6;191
14/01/2018 12:00;;24.5;71;0;3.6;196
14/01/2018 13:00;;23.8;71;0;3.8;187
14/01/2018 14:00;;24.2;71;0;5.1;198
14/01/2018 15:00;;24.2;70;0;4.6;200
14/01/2018 16:00;;23.9;70;0;3.2;205
14/01/2018 17:00;;22.9;72;0;1.3;247
14/01/2018 18:00;;23.2;70;0;2.1;210
14/01/2018 19:00;;22.6;76;0;2.2;221
14/01/2018 20:00;;22.4;78;0;1.9;216
14/01/2018 21:00;;21.7;83;0;2.5;207
14/01/2018 22:00;;20.7;89;0;2.2;212
14/01/2018 23:00;;20.6;89;0;1.7;216
15/01/2018 00:00;;21.1;83;0;0.5;236
15/01/2018 01:00;;21.2;80;0;1.6;211
15/01/2018 02:00;;20.9;83;0;0.6;211
15/01/2018 03:00;;21.2;82;0;1.6;208
15/01/2018 04:00;;20.8;86;0;1.2;215
15/01/2018 05:00;;20.3;89;0;1.1;208
15/01/2018 06:00;;20.1;91;0;0.8;224
15/01/2018 07:00;;20.3;91;0;1.8;210
15/01/2018 08:00;;20.4;91;0;2.3;200
15/01/2018 09:00;;21.1;88;0;2.7;211
15/01/2018 10:00;;21.6;83;0;3;215
15/01/2018 11:00;;22.8;79;0;1.3;227
15/01/2018 12:00;;22.3;78;0;4.5;212
15/01/2018 13:00;;22.7;77;0;2.7;208
15/01/2018 14:00;;22.7;74;0;3.7;217
15/01/2018 15:00;;23;75;0;3.4;214
15/01/2018 16:00;;23.3;73;0;3.1;217
15/01/2018 17:00;;22.9;73;0;3.1;214
15/01/2018 18:00;;22.8;73;0;4;209
15/01/2018 19:00;;22;76;0;2.9;211
15/01/2018 20:00;;22.1;74;0;1.7;242
15/01/2018 21:00;;22.3;74;0;2.2;214
15/01/2018 22:00;;22.3;75;0;2;209
15/01/2018 23:00;;21.6;81;0;2.4;215
16/01/2018 00:00;;21.3;84;0;1.8;225
16/01/2018 01:00;;20.7;88;0;1.5;230
16/01/2018 02:00;;20.6;88;0;0.5;235
16/01/2018 03:00;;20.6;89;0;2;207
16/01/2018 04:00;;20.3;92;0;1.7;217
16/01/2018 05:00;;19.8;93;0;1.6;218
16/01/2018 06:00;;19.7;93;0;1.2;217
16/01/2018 07:00;;20.2;93;0;0.5;221
16/01/2018 08:00;;21.8;86;0;1.2;293
16/01/2018 09:00;;23.6;78;0;3.6;196
16/01/2018 10:00;;24.2;73;0;3.7;199
16/01/2018 11:00;;25.4;64;0;2.9;204
16/01/2018 12:00;;25.4;61;0;3.3;215
16/01/2018 13:00;;27;55;0;4.6;211
16/01/2018 14:00;;25.4;62;0;4.6;204
16/01/2018 15:00;;25.8;62;0;5;214
16/01/2018 16:00;;23.6;69;0;4.1;209
16/01/2018 17:00;;23.5;68;0;4.3;211
16/01/2018 18:00;;22.8;72;0;3.8;213
16/01/2018 19:00;;22;74;0;3.8;212
16/01/2018 20:00;;21.3;79;0;3.8;216
16/01/2018 21:00;;21;82;0;1.1;276
16/01/2018 22:00;;20.8;84;0;1.1;236
16/01/2018 23:00;;20.7;84;0;1.9;214
17/01/2018 00:00;;20.3;86;0;2.4;231
17/01/2018 01:00;;20.3;85;0;1.4;214
17/01/2018 02:00;;20.1;86;0;1.6;208
17/01/2018 03:00;;19.8;88;0;1.8;202
17/01/2018 04:00;;19.4;90;0;1.9;207
17/01/2018 05:00;;19.2;91;0;2.3;212
17/01/2018 06:00;;19.2;91;0;1.3;220
17/01/2018 07:00;;19.5;90;0;0;189
17/01/2018 08:00;;20.3;85;0;1.4;198
17/01/2018 09:00;;20.9;82;0;2.3;201
17/01/2018 10:00;;21.8;78;0;2.8;212
17/01/2018 11:00;;22.4;77;0;4.2;200
17/01/2018 12:00;;22.3;76;0;3.2;202
17/01/2018 13:00;;21.8;78;0;4.4;202
17/01/2018 14:00;;22.7;75;0;5;203
17/01/2018 15:00;;22.7;74;0;4.6;207
17/01/2018 16:00;;22.3;74;0;4.3;211
17/01/2018 17:00;;20.6;82;0;2.2;224
17/01/2018 18:00;;20.9;82;0;2.7;209
17/01/2018 19:00;;20.4;85;0;2.5;215
17/01/2018 20:00;;20.2;86;0;1.8;215
17/01/2018 21:00;;20.1;87;0;1.3;227
17/01/2018 22:00;;20.3;84;0;1.4;275
17/01/2018 23:00;;19.6;90;0;2.7;204
18/01/2018 00:00;;19.5;90;0;2.4;195
18/01/2018 01:00;;19.3;90;0;0.3;326
18/01/2018 02:00;;19.5;89;0;1.2;222
18/01/2018 03:00;;19.1;91;0;1.3;300
18/01/2018 04:00;;19;90;0;1.6;278
18/01/2018 05:00;;18.5;93;0;0.4;311
18/01/2018 06:00;;18.6;93;0;1.1;355
18/01/2018 07:00;;18.7;92;0;1.2;344
18/01/2018 08:00;;19.4;89;0;1;327
18/01/2018 09:00;;20.8;82;0;2.3;279
18/01/2018 10:00;;21.6;77;0;1.5;7
18/01/2018 11:00;;23.3;71;0;4.2;279
18/01/2018 12:00;;24.3;68;0;4.7;274
18/01/2018 13:00;;24.6;65;0;4.7;284
18/01/2018 14:00;;23.9;69;0;3.4;287
18/01/2018 15:00;;23.9;68;0;3.7;286
18/01/2018 16:00;;24.1;69;0;1.8;313
18/01/2018 17:00;;22;76;0;3.1;278
18/01/2018 18:00;;20.8;82;0;2.3;275
18/01/2018 19:00;;20.2;84;0;0.6;7
18/01/2018 20:00;;20.4;84;0;0.4;314
18/01/2018 21:00;;20.5;84;0;0.9;256
18/01/2018 22:00;;19.4;88;0;2.2;197
18/01/2018 23:00;;19.1;91;0;2.5;194
19/01/2018 00:00;;19.1;92;0;1.1;221
19/01/2018 01:00;;19.2;93;0.2;0.3;327
19/01/2018 02:00;;19.3;93;0;1;297
19/01/2018 03:00;;19;93;0;0.3;17
19/01/2018 04:00;;18.9;93;0;0.5;311
19/01/2018 05:00;;18.9;93;0;0.9;282
19/01/2018 06:00;;18.9;92;0;0.8;285
19/01/2018 07:00;;19.2;92;0;1.2;288
19/01/2018 08:00;;20.3;87;0;1.4;216
19/01/2018 09:00;;21.8;80;0;3.2;202
19/01/2018 10:00;;20.9;84;0;3.4;191
19/01/2018 11:00;;22.4;77;0;3.1;227
19/01/2018 12:00;;22.7;75;0;4;192
19/01/2018 13:00;;25.1;66;0;2.4;218
19/01/2018 14:00;;25.1;64;0;4.4;197
19/01/2018 15:00;;25.2;62;0;3.4;214
19/01/2018 16:00;;23.8;66;0;1.4;206
19/01/2018 17:00;;24;64;0;2.5;219
19/01/2018 18:00;;23;68;0;2.4;206
19/01/2018 19:00;;20.6;84;0;2.6;213
19/01/2018 20:00;;20.9;83;0;1.7;212
19/01/2018 21:00;;20.7;84;0;1.6;210
19/01/2018 22:00;;21;82;0;0.5;262
19/01/2018 23:00;;21.6;79;0;1.6;205
20/01/2018 00:00;;21.1;81;0;1.2;212
20/01/2018 01:00;;20.8;84;0;0.6;268
20/01/2018 02:00;;19.8;90;0.1;1.5;211
20/01/2018 03:00;;19.6;91;0;1;216
20/01/2018 04:00;;19.7;90;0;0.5;270
20/01/2018 05:00;;19.7;90;0;0.7;293
20/01/2018 06:00;;19.7;90;0;1.9;277
20/01/2018 07:00;;19.7;90;0;1.3;268
20/01/2018 08:00;;20.1;89;0;2.4;276
20/01/2018 09:00;;21.1;84;0;1.7;232
20/01/2018 10:00;;22.7;75;0;2.3;228
20/01/2018 11:00;;22.9;76;0;2.4;212
20/01/2018 12:00;;23.1;73;0;2.4;192
20/01/2018 13:00;;24.7;68;0;3.6;194
20/01/2018 14:00;;23.9;69;0;3.9;190
20/01/2018 15:00;;24.2;64;0;2.4;201
20/01/2018 16:00;;24;65;0;2.6;227
20/01/2018 17:00;;22.1;75;0;3;212
20/01/2018 18:00;;23.1;73;0;1.7;232
20/01/2018 19:00;;22.1;78;0;2.6;201
20/01/2018 20:00;;20.9;85;0;2.8;210
20/01/2018 21:00;;20.7;84;0;2.2;218
20/01/2018 22:00;;20.9;82;0;2;212
20/01/2018 23:00;;21;81;0;1.6;219
21/01/2018 00:00;;20.6;83;0;2.2;216
21/01/2018 01:00;;20.9;82;0;1.9;211
21/01/2018 02:00;;20.6;85;0;1.5;212
21/01/2018 03:00;;20.7;86;0;0.4;225
21/01/2018 04:00;;20.7;87;0;1.8;186
21/01/2018 05:00;;20.6;87;0;2.3;279
21/01/2018 06:00;;20;88;0;0.3;335
21/01/2018 07:00;;20.7;85;0;0.6;206
21/01/2018 08:00;;22.4;78;0;1.9;194
21/01/2018 09:00;;23.4;76;0;2.6;197
21/01/2018 10:00;;22.6;79;0;4;196
21/01/2018 11:00;;23.3;73;0;3.7;189
21/01/2018 12:00;;23.7;68;0;3.6;200
21/01/2018 13:00;;24.3;66;0;4.3;210
21/01/2018 14:00;;24.6;67;0;4.2;213
21/01/2018 15:00;;22.6;74;0;4.1;210
21/01/2018 16:00;;23.6;69;0;2.9;213
21/01/2018 17:00;;22.8;75;0;2.5;209
21/01/2018 18:00;;22.6;74;0;3.1;216
21/01/2018 19:00;;22.7;70;0;2.6;213
21/01/2018 20:00;;22.2;71;0;1.2;244
21/01/2018 21:00;;21.9;73;0;0.6;264
21/01/2018 22:00;;21.7;77;0;2.2;202
21/01/2018 23:00;;21;80;0;1.6;219
22/01/2018 00:00;;21.5;78;0;1.8;221
22/01/2018 01:00;;20.6;84;0;2.3;212
22/01/2018 02:00;;19.9;90;0.1;2;195
22/01/2018 03:00;;19.7;92;0;1.5;200
22/01/2018 04:00;;19.6;92;0;1.2;202
22/01/2018 05:00;;19.6;93;0;2.3;202
22/01/2018 06:00;;19.5;93;0;0.7;196
22/01/2018 07:00;;20;92;0;1.1;195
22/01/2018 08:00;;20.4;91;0;0.9;220
22/01/2018 09:00;;21;88;0;0.9;217
22/01/2018 10:00;;20.9;88;0;1.7;206
22/01/2018 11:00;;21.2;88;0;0.6;272
22/01/2018 12:00;;20.7;89;0.1;2.3;198
22/01/2018 13:00;;20.6;91;0;2.6;209
22/01/2018 14:00;;22;83;0.1;2.1;220
22/01/2018 15:00;;22.8;77;0;1.8;203
22/01/2018 16:00;;21.6;80;0;1.8;235
22/01/2018 17:00;;21.6;80;0;1.1;221
22/01/2018 18:00;;21.9;80;0;1.4;235
22/01/2018 19:00;;21.2;84;0;0.3;311
